"Report Name: My Campaign Performance Report"
"Report Time: 3/2/2022"
"Time Zone: (GMT) Greenwich Mean Time : Dublin, Edinburgh, Lisbon, London"
"Last Completed Available Day: 3/3/2022 5:50:00 AM (GMT)"
"Last Completed Available Hour: 3/3/2022 5:50:00 AM (GMT)"
"Report Aggregation: Daily"
"Report Filter: "
"Potential Incomplete Data: true"
"Rows: 1"

"TimePeriod","Impressions","Clicks","Spend","Ctr","AverageCpc","Conversions","CostPerConversion","Revenue","ConversionRate"
"2022-03-02","82","6","4.62","7.32%","0.77","3","1.54","0.00","50.00%"

"©2022 Microsoft Corporation. All rights reserved. "
